Track URI,Track Name,Artist URI,Artist Name,Album URI,Album Name,Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,Added By,Added At
spotify:track:1gewemPOUilb21s7CfMS55,Bartender Song (Sittin' At A Bar) - Alt/Rock Mix,spotify:artist:1qh1aHXy7LRcb7eyriuJTS,Rehab,spotify:album:39GmYuRp42zXVjzCLffcOC,Graffiti The World,2005,https://i.scdn.co/image/ab67616d0000b273849e5870ecd098e9996688a0,1,5,229040,https://p.scdn.co/mp3-preview/cc98c400eb5b3178c2f893cbe533da379ef27097?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,66,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:794F99D5BQHS5ZGRXAs7I5,Anaconda,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,spotify:album:5ooCuPIk58IwSo6DRr1JCu,The Pinkprint (Deluxe),12/15/2014,https://i.scdn.co/image/ab67616d0000b2730f79d1616e3b02368d41f458,1,12,260240,https://p.scdn.co/mp3-preview/a66ceb0e7f2b82696441dd234710e8d58117a5d8?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,65,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:3jagJCUbdqhDSPuxP8cAqF,Work It,spotify:artist:2wIVse2owClT7go1WT98tk,Missy Elliott,spotify:album:6DeU398qrJ1bLuryetSmup,Under Construction,11/11/2002,https://i.scdn.co/image/ab67616d0000b27395d8583bba8f3cd794fa5bae,1,4,263226,https://p.scdn.co/mp3-preview/a007b4cabe8441d6d878da45bc3b71471848101e?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,69,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:57FvuUotRyzRl8hwIhCVuO,Margaritaville,spotify:artist:28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,spotify:album:6MlglzxBetAjx7yZNAQt3D,Songs You Know By Heart,1/1/1985,https://i.scdn.co/image/ab67616d0000b2737a25ef4d242f82510e652041,1,6,249200,https://p.scdn.co/mp3-preview/b6e0cc6f6277cc7cfbe9ceb9410f083c454f3bcd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:1ecIqo8pOc8S6y3l80iGxd,Fancy,spotify:artist:02rd0anEWfMtF7iMku9uor,Reba McEntire,spotify:album:0Rb3coYXuUlgRLoi3UhADa,Best Of/20th Century,1/1/2006,https://i.scdn.co/image/ab67616d0000b273f47ab9af0e9e8bec24f84719,1,7,296320,https://p.scdn.co/mp3-preview/514c5b3133c099222d00b67484c772ca423f8869?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:3SnGymj6ijE2iuUfWxLo1q,I'm Coming Out,spotify:artist:3MdG05syQeRYPPcClLaUGl,Diana Ross,spotify:album:3zgDLoVcpVGfFbDZJf3uHI,Diana,5/22/1980,https://i.scdn.co/image/ab67616d0000b273abc5193decc1a2984a93f31e,1,4,323346,https://p.scdn.co/mp3-preview/88e5360f4fc4636a8c7b39489f6d8d891b093f3b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,65,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:7GhIk7Il098yCjg4BQjzvb,Never Gonna Give You Up,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:6XhjNHCyCDyyGJRM5mg40G,Whenever You Need Somebody,12/8/1987,https://i.scdn.co/image/ab67616d0000b273237665d08de01907e82a7d8a,1,1,212826,https://p.scdn.co/mp3-preview/22bf10aff02db272f0a053dff5c0063d729df988?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:4ICKuJDY5F2XdTR4fIMA7W,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",spotify:artist:1LZEQNv7sE11VDY3SdxQeN,Bee Gees,spotify:album:3C4wWZRrQkuPx4PAnWnIpm,Timeless - The All-Time Greatest Hits,4/21/2017,https://i.scdn.co/image/ab67616d0000b2737f36ed5b8463f0f99675c4e1,1,15,284426,https://p.scdn.co/mp3-preview/232e374f9557396fdddd88ff94b39783a9e09b94?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,47,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:3mCeeoBvTTpg8Xy2Wuvirw,Bat Out of Hell,spotify:artist:7dnB1wSxbYa8CejeVg98hz,Meat Loaf,spotify:album:6mvI80w5r78niBmwtu7RF9,Bat Out Of Hell,10/21/1977,https://i.scdn.co/image/ab67616d0000b2734111af27787499f6d8752e9f,1,1,590000,https://p.scdn.co/mp3-preview/dd9468eb93639040ea2126206cedc9c29770eff1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:7723JnKU2R15Iv4T7OJrly,Funky Town,spotify:artist:0lwRI7lvmlRY5DiA5Xa6wQ,Lipps Inc.,spotify:album:3r4KvV3xbEN0VAHthWYnAE,Paradas Continuas,2/1/2010,https://i.scdn.co/image/ab67616d0000b273432b122f90d8f23424448abe,1,8,239253,https://p.scdn.co/mp3-preview/7378227189ebb06cc3bf9fdc99bfc6490843de9d?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,71,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:2OSfEYKhlSsLx6vn4O75RK,I Want You Back,spotify:artist:2iE18Oxc8YSumAU232n4rW,The Jackson 5,spotify:album:7ioDs7ZLvqeYLD1SVFeWci,Greatest Hits,1/1/1971,https://i.scdn.co/image/ab67616d0000b273b5c7655529a7102aece0de36,1,1,178493,https://p.scdn.co/mp3-preview/f5948d4ef9e8b2be70dddd4e59a7e2f1ab9386c2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:2sXp9Qmvc7mRaDBjBgcGGi,Every Breath You Take - Remastered 2003,spotify:artist:5NGO30tJxFlKixkPSgXcFE,The Police,spotify:album:7yDxJXFPl88Dt9kBo0dDD6,Synchronicity,6/1/1983,https://i.scdn.co/image/ab67616d0000b273e7b53d0f9fb616521cdbfc03,1,7,253886,,FALSE,15,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:0aAR5HogGoT68EWFbyRFqx,What A Feeling,spotify:artist:3oZa8Xs6IjlIUGLAhVyK4G,Irene Cara,spotify:album:7C65CLdoGCQZ739kfYVcwY,What A Feeling,1/1/2007,https://i.scdn.co/image/ab67616d0000b273dc77e9fda68572f218233a87,1,1,244533,https://p.scdn.co/mp3-preview/bc6a35d8a3dbdbed0a7c7fde9a9ce6c4fc3207a6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,spotify:artist:3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,spotify:album:0PMasrHdpaoIRuHuhHp72O,Born In The U.S.A.,6/4/1984,https://i.scdn.co/image/ab67616d0000b273a7865e686c36a4adda6c9978,1,11,241306,https://p.scdn.co/mp3-preview/ca523bfc94766689529e443009bcec6b56cf8b6a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:22NN4BS1AlqVbyKIWExgON,Mamma Mia,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA,spotify:album:0C36RlW2Fa0C7n1JnWBBMP,Abba,1975,https://i.scdn.co/image/ab67616d0000b273d8154127a53ef0aab783f100,1,1,215266,,FALSE,43,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Queen,spotify:album:21HMAUrbbYSj9NiPPlGumy,Jazz (Deluxe Remastered Version),11/10/1978,https://i.scdn.co/image/ab67616d0000b273008b06ec71019afd70153889,1,12,209413,https://p.scdn.co/mp3-preview/bdc27e8b91c8f41d8574b860a85e7cc28482d8df?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:4w3tQBXhn5345eUXDGBWZG,9 to 5,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,spotify:album:64Ky1tqKPfwxhJs6msphWd,9 To 5 And Odd Jobs,1980,https://i.scdn.co/image/ab67616d0000b273060ccf36ab5b0e0a739799ec,1,1,162466,https://p.scdn.co/mp3-preview/a3c584358e68ee984ac4b1f31d4a832fb46aeeb9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:2xLOMHjkOK8nzxJ4r6yOKR,Birthday,spotify:artist:6jJ0s89eD6GaHleKKya26X,Katy Perry,spotify:album:5MQBzs5YlZlE28mD9yUItn,PRISM (Deluxe),10/18/2013,https://i.scdn.co/image/ab67616d0000b27347f930accd8ac01686401fa2,1,3,215042,https://p.scdn.co/mp3-preview/a60c0bb416dee39f58507994bfae965fff3fe8d4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,63,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:2aBxt229cbLDOvtL7Xbb9x,Always Be My Baby,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,spotify:album:1ibYM4abQtSVQFQWvDSo4J,Daydream,9/26/1995,https://i.scdn.co/image/ab67616d0000b273749e9bfa78277f30ad2c9a9c,1,5,258133,https://p.scdn.co/mp3-preview/35f7b744521c0f3076f46b138b3c6d396ba99bfa?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:59RSrxkSKSixEWBAIvE5Wa,Starships,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,spotify:album:6fABwONLawdFjkDpLx41j8,Pink Friday ... Roman Reloaded (Deluxe),1/1/2012,https://i.scdn.co/image/ab67616d0000b2734f0aae4e435a794e0e24d115,1,10,210626,https://p.scdn.co/mp3-preview/be66b5e79b62eac045aac41a10059112736ffd20?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,62,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:22M5LjnTiBLsMoz5OLCOEB,Walking on Broken Glass,spotify:artist:5MspMQqdVbdwP6ax3GXqum,Annie Lennox,spotify:album:1Fn7vmvhP89UVKpGw8gXYU,Diva,4/1/1992,https://i.scdn.co/image/ab67616d0000b273ca36dae2489f0a7976c5c114,1,2,253226,,FALSE,0,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:1jFhnVoJkcB4lf9tT0rSZS,Unchained Melody,spotify:artist:4b0WsB47XCa9F83BmwQ7WX,The Righteous Brothers,spotify:album:5CFmNamq1ceXn8RFJ9i7p6,The Very Best Of The Righteous Brothers - Unchained Melody,1990,https://i.scdn.co/image/ab67616d0000b2731682e25596b8ecccb47644d1,1,2,216266,https://p.scdn.co/mp3-preview/b006b09b0b2cf80ff1a8395ac3d52ff3e9dcc370?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,63,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:4Hhv2vrOTy89HFRcjU3QOx,At Last,spotify:artist:0iOVhN3tnSvgDbcg25JoJb,Etta James,spotify:album:7rd4PorIOPjPTy7qdUeeCt,At Last!,1960,https://i.scdn.co/image/ab67616d0000b273b2229a8fdf377abaf3652624,1,7,179693,https://p.scdn.co/mp3-preview/97c18a18bc9faae056510fe4ba1c9ece236069ea?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:4qhkS0lRL2GgDxpuIr2Mbb,"Because You Loved Me (Theme from ""Up Close and Personal"")",spotify:artist:4S9EykWXhStSc15wEx8QFK,Céline Dion,spotify:album:05HEjdd9s8Egs5aa3r0YIF,All The Way... A Decade Of Song,1992,https://i.scdn.co/image/ab67616d0000b273ddd434ebf65aca16f7476f37,1,4,273026,,FALSE,0,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:013AWvizllIUEC2FOBzOnh,Truly Madly Deeply,spotify:artist:3NRFinRTEqUCfaTTZmk8ek,Savage Garden,spotify:album:64peTvbTLBDeSBu0GsCRE4,Savage Garden,3/4/1997,https://i.scdn.co/image/ab67616d0000b27384fef39a9a8293c86796599f,1,3,277266,https://p.scdn.co/mp3-preview/d24fa7178eccb057ea3b9ccdac51584bfdcc8898?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:68y6OIiE1nDdI1MLQdJNh8,I Want It That Way,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,spotify:album:0A0F3AqFbEy1ZQgJwAXFzm,The Essential Backstreet Boys,9/26/2013,https://i.scdn.co/image/ab67616d0000b273c8736fb5000c152ffc09b0e0,1,8,213026,,FALSE,0,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:4xh7W7tlNMIczFhupCPniY,Go Your Own Way - 2004 Remaster,spotify:artist:08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,spotify:album:0BwWUstDMUbgq2NYONRqlu,Rumours (Super Deluxe),2/4/1977,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b,1,5,223613,https://p.scdn.co/mp3-preview/302c9a7eb9231f5d3deccd69830473d20475bc92?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:594M0rqYMOo8BhMGEdoi5C,Tearin' up My Heart - Radio Edit,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,spotify:album:0CADmCXbIx4F9m6TBwLtFd,'N Sync,5/26/1997,https://i.scdn.co/image/ab67616d0000b273583ce664168dca88fdc1c4c1,1,1,211000,https://p.scdn.co/mp3-preview/b179e4171207a90d3f0d52b307cd7ff5d2ed4df5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,59,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:0Co8hKbjUy273NrGliGdWZ,Up Where We Belong,"spotify:artist:3pFCERyEiP5xeN2EsPXhjI, spotify:artist:1BwHztAQKypBuy5WBEdJnG","Joe Cocker, Jennifer Warnes",spotify:album:7aP5c3ADIf5bmA1G80C4Cc,The Best of Joe Cocker,3/1/1993,https://i.scdn.co/image/ab67616d0000b2732117518b34a01850822aa623,1,4,233240,https://p.scdn.co/mp3-preview/070d2009d01915570186e7b7e6dfe45bb3d356ee?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,46,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:0KDaN0HL3TcJVTbXlQCEsS,Torn,spotify:artist:0dlOr0VIysztGWvU1dpjmP,Natalie Imbruglia,spotify:album:6HOvWskl058duikMCVOLcW,Left Of The Middle,1/8/1998,https://i.scdn.co/image/ab67616d0000b27309ad93f3253de551558a73ab,1,1,244666,https://p.scdn.co/mp3-preview/6226210d4427f1f4dff7555abbd9801aae3af1f0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:6urCAbunOQI4bLhmGpX7iS,Don't Speak,spotify:artist:0cQbJU1aAzvbEmTuljWLlF,No Doubt,spotify:album:3VekjWskUut57hx6W9wqL8,Tragic Kingdom,10/10/1995,https://i.scdn.co/image/ab67616d0000b2736ebd5e789646a833b8f7d4ba,1,10,263560,https://p.scdn.co/mp3-preview/2a984006076bc738dd30b140a7ddda5cc01bfbdd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:3NfxSdJnVdon1axzloJgba,I Say a Little Prayer,spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,spotify:album:55HZ2ectg1mMTEKDqIq3kC,Aretha Now,6/14/1968,https://i.scdn.co/image/ab67616d0000b27346c31f64babcbfca6e061b6b,1,2,216773,https://p.scdn.co/mp3-preview/d193d9385f3bb20e5ab6b272c4b21ab20d44d039?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:1uzWOoJdADfstQuFtQFTUn,Breakfast At Tiffany's,spotify:artist:5N5RfI8FFXk4WQ8kkjE407,Deep Blue Something,spotify:album:6errc1YD0IKeT3sudfomvO,Home,1/1/1995,https://i.scdn.co/image/ab67616d0000b273038f8fad2f75b637f1c9aef5,1,2,257373,https://p.scdn.co/mp3-preview/458bd61492f1d08476850b80d6262e3f0f46ca74?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:2RSOzvKUnfDDrb2nQPfpQU,Barbie Girl,spotify:artist:6kBjAFKyd0he7LiA5GQ3Gz,Aqua,spotify:album:7uYn7ZSrXOVlmITyocZs9F,Aquarium,1/1/1997,https://i.scdn.co/image/ab67616d0000b273b5997b95ed07c8a825e0273b,1,3,197773,https://p.scdn.co/mp3-preview/c95e6478370a6a0864b6a642299e0156e3dec56a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:7eRAk2pnZDWhAiMmUdAOlb,MMMBop,spotify:artist:0SdiiPkr02EUdekHZJkt58,Hanson,spotify:album:19ESjdea1cgcR2Lo0qc6Xu,Middle Of Nowhere,1/1/1997,https://i.scdn.co/image/ab67616d0000b2731c54f11ade4500fc66e9d4ff,1,2,268653,,FALSE,0,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:4cqHVuDLFbO1XCr4nmks4S,All I Wanna Do,spotify:artist:4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,spotify:album:1ne2KBkrZa2Qr1TFwoNmJC,Tuesday Night Music Club,8/3/1993,https://i.scdn.co/image/ab67616d0000b2733ac7d54c587112d40ac4e526,1,9,272106,,FALSE,0,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:00WvmRXTkPBZNhhRK3xfdy,As Long as You Love Me,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,spotify:album:0wvQovgaVU99eqw8n3g22S,Backstreet Boys,1996,https://i.scdn.co/image/ab67616d0000b273dafd4b9261a1ab9acd53a53d,1,3,214333,https://p.scdn.co/mp3-preview/d0854e502fe21a85521742c7437425a9753a243c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:6eBK3edMW7bEzecF1eCezc,(Everything I Do) I Do It For You,spotify:artist:3Z02hBLubJxuFJfhacLSDc,Bryan Adams,spotify:album:061uAXmheZOILmf2rr3tTn,Waking Up The Neighbours,9/24/1991,https://i.scdn.co/image/ab67616d0000b2733b6427c8257e341348dc5e2a,1,12,394133,https://p.scdn.co/mp3-preview/c3c1ec119de8cb2ea0ed9733e44f7b5ddcaec36e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,65,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:6rPO02ozF3bM7NnOV4h6s2,Despacito - Remix,"spotify:artist:4V8Sr092TqfHkfAA5fXXqG, spotify:artist:4VMYDCV2IEDYJArk749S6m, spotify:artist:1uNFoZAHBGtllmzznpCI3s","Luis Fonsi, Daddy Yankee, Justin Bieber",spotify:album:3Gq2Dme9nesdgoqNNlcN8O,Despacito Feat. Justin Bieber (Remix),4/17/2017,https://i.scdn.co/image/ab67616d0000b273a6a335d613d151c626895a83,1,1,228826,https://p.scdn.co/mp3-preview/01f2b0e71b6ac51b5aada80ff829c9027df5de8b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,spotify:album:6TqRKHLjDu5QZuC8u5Woij,The Diary Of Alicia Keys,12/2/2003,https://i.scdn.co/image/ab67616d0000b27356ff19308ebeb48e2ba6094b,1,6,228706,https://p.scdn.co/mp3-preview/7c91c6dc291142a9a489eb9be0a261b489028933?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:0KQx6HOpJueiSkztcS0r7D,Fallin',spotify:artist:3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,spotify:album:5qUlPoDmNxCSzqVx81RDLJ,Songs In A Minor,6/5/2001,https://i.scdn.co/image/ab67616d0000b2734c55ba0a62111e3a72daa75d,1,4,210200,,FALSE,0,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:2y0zglZs6AlNBg4XEm2leW,Empire State Of Mind,"spotify:artist:6VtkJKAvBr6PT1Lh54Aq1p, spotify:artist:1gsvMhAuKtyp3bm402WeUn, spotify:artist:6d1WJGB7fHlQRgtStn6i0x, spotify:artist:5hPXQeJ9OXBPn8dw0Bmgmd, spotify:artist:7lrClzmbjP9eedaZao9rXT, spotify:artist:2Cn14oRynZwfAND8gD954g","A.Keys, Brooklyn Rapfather, A.Hunte, A.Shuckburgh, B.Keyes, J.Sewell-Ulepic",spotify:album:67lZb7n8A5rSUJAf5jFMGn,USA Christmas Day Number 1 Chart Singles,11/27/2015,https://i.scdn.co/image/ab67616d0000b27313e48c6b73cb5f72033434eb,1,55,277000,,FALSE,0,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:2IZZqH4K02UIYg5EohpNHF,Zombie,spotify:artist:7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,spotify:album:5GugLrmYMl5VRoe2zNgLGp,No Need To Argue,10/3/1994,https://i.scdn.co/image/ab67616d0000b273e2213d84fabb15100c425198,1,4,306426,https://p.scdn.co/mp3-preview/e6a1269cf69ed57622e6c6891e442de3534cd5a8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,79,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:3ascnOSOR5MX901ylGuhcl,When a Man Loves a Woman,spotify:artist:6YHEMoNPbcheiWS2haGzkn,Michael Bolton,spotify:album:3tu5RTLzk7J2Oe30hspuPm,"Time, Love & Tenderness",4/23/1991,https://i.scdn.co/image/ab67616d0000b273753d26c13bd51d7b43f537e7,1,6,231066,https://p.scdn.co/mp3-preview/aada5eca5f952667d9b175886defdde2c39b5403?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,spotify:artist:5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,spotify:album:5e7T2qUigzt0oIr50KsOld,Be Not Nobody,4/30/2002,https://i.scdn.co/image/ab67616d0000b273bc3ada3a19bb4e657f10917e,1,3,237493,https://p.scdn.co/mp3-preview/95c69fd7c94a896d913ccd332208d2de81641ac6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:087OBLtoeS3Q6j0k6tMNAI,Closing Time,spotify:artist:1TqQi97nqeiuOJrIFv5Sw0,Semisonic,spotify:album:10EiZk1JUeEcIVXHdYkrGp,Feeling Strangely Fine,1/1/1998,https://i.scdn.co/image/ab67616d0000b273732c06860d83e1d738ea1309,1,1,273533,,FALSE,0,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:3SFXsFpeGmBTtQvKiwYMDA,Pretty Fly (For A White Guy),spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,The Offspring,spotify:album:2RNTBrSO8U8XjjEj9RVvZ5,Americana,11/16/1998,https://i.scdn.co/image/ab67616d0000b273cbd2ee7dff77bfb2b5f0af52,1,4,188666,https://p.scdn.co/mp3-preview/10d7b0cbcc92a203be708383944e6a7423cc8c78?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:3TCauNPqFiniaYHBvEVoHG,Beautiful,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,spotify:album:2USigX9DhGuAini71XZEEK,Stripped,7/19/2002,https://i.scdn.co/image/ab67616d0000b2737cd872c7701c4737b2f81d87,1,11,238560,https://p.scdn.co/mp3-preview/04f05d9af712b3f3787556ca244cf4fcae4d5c6e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:3U4isOIWM3VvDubwSI3y7a,All of Me,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,John Legend,spotify:album:4OTAx9un4e6NfoHuVRiOrC,Love In The Future (Expanded Edition),8/30/2013,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,1,6,269560,https://p.scdn.co/mp3-preview/488c53471e56ff9f629652691444438951e880bb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,85,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
spotify:track:24Gxm7Eh7tO83E26LG0CsY,Hero,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,spotify:album:6whfi6LNFoQnkvrQAWwZix,Escape,1/1/2001,https://i.scdn.co/image/ab67616d0000b27376195def2c68edb995b02f0b,1,4,264600,https://p.scdn.co/mp3-preview/8d7ddf57eb9e68c6809cff20beab5fd261492680?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,spotify:user:dgd13qott8zs5e2si4st3j7a9,2021-03-02T17:47:45Z
