Track URI,Track Name,Artist URI,Artist Name,Album URI,Album Name,Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,Added By,Added At
spotify:track:39sH8Fl415P7O8GRP1Td6Z,Fat Bottomed Girls,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Queen,spotify:album:5X3rA8To5GDOeIWdQyMEcE,Jazz,11/10/1978,https://i.scdn.co/image/ab67616d0000b2735e5bfba76defb59b3acf6c47,1,2,255533,https://p.scdn.co/mp3-preview/8963902d01b481dd2410f2bef20cd23846ec378f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:45:32Z
spotify:track:3KPwt1LBpt1jVSHz8GXERo,Feel like Makin' Love - 2015 Remaster,spotify:artist:5AEG63ajney2BoDXi0Vb84,Bad Company,spotify:album:1LgPUiosPMevbB4NHxcNiO,Straight Shooter,1975,https://i.scdn.co/image/ab67616d0000b2739baa3a2390773faeca065aa8,1,2,313840,https://p.scdn.co/mp3-preview/96a755f91a8373502212a3947e2987593e08c8a6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:45:40Z
spotify:track:3i5QyEUyXa9Y7lIklr5sWk,Fishing In The Dark,spotify:artist:7y70dch6JuuuNnwlsOQvwW,Nitty Gritty Dirt Band,spotify:album:3eI6PUZit1cF2ty6l7sXjI,Anthology,9/29/2017,https://i.scdn.co/image/ab67616d0000b273e61defa39ec355964a4f24ba,2,7,201986,https://p.scdn.co/mp3-preview/2bcefee70d3ed96512630347b705853a4e3f10bb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:46:03Z
spotify:track:2dR5WkrpwylTuT3jRWNufa,Fly Me To The Moon - Remastered,"spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0, spotify:artist:2jFZlvIea42ZvcCw4OeEdA","Frank Sinatra, Count Basie",spotify:album:7gmak9ZGm10y4PtZa9SBQn,Ultimate Sinatra,4/21/2015,https://i.scdn.co/image/ab67616d0000b273b19cb81319fbfd9ed54baeae,1,17,147146,https://p.scdn.co/mp3-preview/d4a5871bbb8e257cffa1d6deec46d968d078935a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,66,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:46:11Z
spotify:track:0Avmi9t3sOcaGSs1DSbgDg,Folsom Prison Blues,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,spotify:album:4449MfWtDgtRQBYZvbPqV6,With His Hot and Blue Guitar,10/11/1957,https://i.scdn.co/image/ab67616d0000b273fd6d9f8b6b21c11de909a6e1,1,11,168554,https://p.scdn.co/mp3-preview/a7ff661a2fad70cb21cf99e585d9ebd2f745470a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:46:17Z
spotify:track:2vz1CsL5WBsbpBcwgboTAw,"Footloose - From ""Footloose"" Soundtrack",spotify:artist:3Y3xIwWyq5wnNHPp5gPjOW,Kenny Loggins,spotify:album:4FZ9s0pelFSliPWhVEWRcC,Footloose (15th Anniversary Collectors' Edition),1984,https://i.scdn.co/image/ab67616d0000b2733b7492bb678d5d51683444ae,1,1,226826,https://p.scdn.co/mp3-preview/ab731e85f55caa38a697c1e825728df2f78e5c85?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:46:24Z
spotify:track:1ipcb9qXpSHWhSUvdxJhsx,"Forever and Ever, Amen",spotify:artist:1pTuR132U5b4Rizal2Pr7m,Randy Travis,spotify:album:28ZWOeiZ8l4Uydl3hZjvgv,Always & Forever,5/4/1987,https://i.scdn.co/image/ab67616d0000b273723376f081b369b02795a7fb,1,6,212640,https://p.scdn.co/mp3-preview/fd26f12ffdbde87d3cda42efcb5af2988a49c374?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,65,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:46:35Z
spotify:track:5tVA6TkbaAH9QMITTQRrNv,Free Fallin',spotify:artist:2UZMlIwnkgAEDBsw1Rejkn,Tom Petty,spotify:album:5d71Imt5CIb7LpQwDMQ093,Full Moon Fever,1/1/1989,https://i.scdn.co/image/ab67616d0000b27336572e6726714544f5bed456,1,1,256000,https://p.scdn.co/mp3-preview/96b4f94c82b38c4085f56f0abec8ab93f3946a2a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,77,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:46:43Z
spotify:track:5EWPGh7jbTNO2wakv8LjUI,Free Bird,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,spotify:album:6DExt1eX4lflLacVjHHbOs,Pronounced' Leh-'Nerd 'Skin-'Nerd,1/1/1973,https://i.scdn.co/image/ab67616d0000b273128450651c9f0442780d8eb8,1,8,547106,https://p.scdn.co/mp3-preview/61b8e25401e7b2f03cc789c0e9f9b5dc01ea7c90?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:46:53Z
spotify:track:4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,spotify:artist:2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper,spotify:album:1FvdZ1oizXwF9bxogujoF0,She's So Unusual,10/14/1983,https://i.scdn.co/image/ab67616d0000b27352f532df7ba3269b0242fed9,1,2,238266,https://p.scdn.co/mp3-preview/7a91e696b3f362ff96b3c9dfc3c6d4a34127459b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,77,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:47:06Z
spotify:track:4xh7W7tlNMIczFhupCPniY,Go Your Own Way - 2004 Remaster,spotify:artist:08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,spotify:album:0BwWUstDMUbgq2NYONRqlu,Rumours (Super Deluxe),2/4/1977,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b,1,5,223613,https://p.scdn.co/mp3-preview/302c9a7eb9231f5d3deccd69830473d20475bc92?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:47:13Z
spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:3x2uer6Xh0d5rF8toWpRDA,Nimrod,10/14/1997,https://i.scdn.co/image/ab67616d0000b273da4f6706ae0f2501c61ce776,1,17,153466,https://p.scdn.co/mp3-preview/e12bf548d4633c9877b3772493bf9a980511b926?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,75,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:47:19Z
spotify:track:5UvE5QlINnvEc7aFO14DVL,Great Balls Of Fire,spotify:artist:2zyz0VJqrDXeFDIyrfVXSo,Jerry Lee Lewis,spotify:album:18MP7PeHp7MysDCRP2TNpt,The Golden Rock Hits Of Jerry Lee Lewis,5/13/1964,https://i.scdn.co/image/ab67616d0000b27369164b514dd74bee43e6898d,1,3,109706,https://p.scdn.co/mp3-preview/d06b77b23c98f61f833fe3cc95319d42f6b09d05?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,66,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:47:26Z
spotify:track:5DnT9a5IM3eMjKgXTWVJvi,Have You Ever Seen The Rain,spotify:artist:3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,spotify:album:3tbpe74iBR23O8uiQlLrXC,Pendulum,12/7/1970,https://i.scdn.co/image/ab67616d0000b2739b7a4a59ac03447db7491f37,1,4,160333,https://p.scdn.co/mp3-preview/5d1d137946a8a0fb23f3ca08d054e62f695d5c44?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:47:32Z
spotify:track:3ntrdR24dLkKrzSGRv1FlH,Stand By Me - Remastered 2010,spotify:artist:4x1nvY2FN8jxqAFA0DA02H,John Lennon,spotify:album:4D5tTcz72CXGPtzTabLTDY,Rock 'N' Roll,2/17/1975,https://i.scdn.co/image/ab67616d0000b273deff2baac6fa39c289c3ab0e,1,2,211666,https://p.scdn.co/mp3-preview/97648a7ffd71e3469c4cb6a658944650574ec421?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,65,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:47:38Z
spotify:track:40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,Eagles,spotify:album:2widuo17g5CEC66IbzveRu,Hotel California (2013 Remaster),12/8/1976,https://i.scdn.co/image/ab67616d0000b2734637341b9f507521afa9a778,1,1,391376,https://p.scdn.co/mp3-preview/50e82c99c20ffa4223e82250605bbd8500cb3928?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,82,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:47:39Z
spotify:track:6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,spotify:album:0ETFjACtuP2ADo6LFhL6HN,Abbey Road (Remastered),9/26/1969,https://i.scdn.co/image/ab67616d0000b273dc30583ba717007b00cceb25,1,7,185733,https://p.scdn.co/mp3-preview/6902e7da51d2f17e5369d57dadf8ce7d2a123f99?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:47:52Z
spotify:track:0aym2LBJBk9DAYuHHutrIl,Hey Jude - Remastered 2015,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,1 (Remastered),11/13/2000,https://i.scdn.co/image/ab67616d0000b273582d56ce20fe0146ffa0e5cf,1,21,425653,https://p.scdn.co/mp3-preview/c718fc992246a4b070500515880bed0b517631ab?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,74,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:47:55Z
spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,Outkast,spotify:album:1UsmQ3bpJTyK6ygoOOjG1r,Speakerboxxx/The Love Below,2003,https://i.scdn.co/image/ab67616d0000b2736a6387ab37f64034cdc7b367,2,9,235213,https://p.scdn.co/mp3-preview/36edaaf99f026324cf2e3a6118ba3f02ea80fc31?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:48:05Z
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"spotify:artist:0EmeFodog0BfCgMzAIvKQp, spotify:artist:7aBzpmFXB4WWpPl2F7RjBe","Shakira, Wyclef Jean",spotify:album:5ppnlEoj4HdRRdRihnY3jU,"Oral Fixation, Vol. 2 (Expanded Edition)",11/28/2005,https://i.scdn.co/image/ab67616d0000b27327ddd747545c0d0cfe7595fa,1,3,218093,https://p.scdn.co/mp3-preview/3859547944f57cfb7b996f6551148c9467889d4b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,82,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:48:11Z
spotify:track:712V9jTkt0YbKTC9cNpw5P,Hit Me Baby One More Time,spotify:artist:5hUr0k1nAGhFu8XT5O56Br,Futones,spotify:album:6EA5smR7uFdLTA3wJEOdiI,Fu of Our Favorite Things,11/8/2019,https://i.scdn.co/image/ab67616d0000b27351f2f3db13cd164143108c51,1,2,187333,https://p.scdn.co/mp3-preview/12152a8f5bcddc1d6570a4800dd414beab331cb5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,23,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:49:40Z
spotify:track:3fnPv1LRMxENr63afVhaz1,Honky Tonk Women,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,spotify:album:1bp4Aq0SnjhifrYaKbfSdS,Honky Tonk Women / You Can't Always Get What You Want,11/29/2019,https://i.scdn.co/image/ab67616d0000b273f27dae5cc83df7f478bc44f2,1,3,182706,https://p.scdn.co/mp3-preview/11e4e2839d7eac3a01350fc77db3a15c0a35ef52?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:49:48Z
spotify:track:6Ac4NVYYl2U73QiTt11ZKd,Hooked on a Feeling,"spotify:artist:0UpuH5U4nZ3UGGUJi0Zfbp, spotify:artist:1Ek3VdZ8EPmcvgRIqnHlrF","Blue Swede, Björn Skifs",spotify:album:6fBMaH0IiymemwFKmn18Ze,Hooked On A Feeling,1973,https://i.scdn.co/image/ab67616d0000b273b2439940aedd2801c9ae2e5b,1,1,172866,https://p.scdn.co/mp3-preview/f4d2ded715803f9fe52b09bf38725b6a888ba45a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,74,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:49:55Z
spotify:track:64Ny7djQ6rNJspquof2KoX,Hound Dog,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,spotify:album:0C3t1htEDTFKcg7F2rNbek,Elvis' Golden Records,3/21/1958,https://i.scdn.co/image/ab67616d0000b27320ee3e86e17f17239bef1f76,1,1,136026,https://p.scdn.co/mp3-preview/f683997c027a50649aa3b6c627cd67bd1a9364f5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,66,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:50:09Z
spotify:track:7BY005dacJkbO6EPiOh2wb,House Of The Rising Sun,spotify:artist:3ICflSq6ZgYAIrm2CTkfVP,The Animals,spotify:album:0Xwkx2TLFwRcoK0OWQ0Msa,The Animals,1/1/1964,https://i.scdn.co/image/ab67616d0000b2733c534611bd3658006378a2d7,1,1,271280,https://p.scdn.co/mp3-preview/591808941cce9c4d077a55d698d32279830b6fe9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:50:15Z
spotify:track:2zF8ro2hX0aEYaqXQdEKW1,How Sweet It Is (To Be Loved By You),spotify:artist:3koiLjNrgRTNbOwViDipeA,Marvin Gaye,spotify:album:1kYeM6oy6I8tK7668jM7Hw,How Sweet It Is To Be Loved By You,1965,https://i.scdn.co/image/ab67616d0000b273be2a24c5667e20b2105b4020,1,2,177773,https://p.scdn.co/mp3-preview/0ba2ce79a368aa900345a61d05f656849d4f26a4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,spotify:user:dgd13qott8zs5e2si4st3j7a9,2020-03-23T20:50:21Z
